Tweet,Affect Dimension
@JamesPiotr I am working on a feature right now about the preponderance of awful owners who are at war with fans. So many to choose from.,2
“Worry is a down payment on a problem you may never have'.  Joyce Meyer.  #motivation #leadership #worry,2
@BigBossPeltonen \nLikewise #death #cutting ,2
You have a #problem? Yes! Can you do #something about it? No! Than why #worry,2
@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully,2
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,2
"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. ",2
"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys ",2
I hate freaking out and ruining things. ,2
How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳,2
@drunkafzayn @vogueszap yes it's shocking how islamophobic Indias are considering how many Muslims live there,2
i had a hard time falling a sleep and woke up several times because i was afraid of bugs crawling on me and i ended up waking up with a bite,2
"People’s deepest passions often scare them too much to admit, even to themselves.",2
So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points ,2
"@BetteMidler @Adele @TheGarden @charitybuzz Also, apart from Skyfall, her music is dire and boring.",2
"Virtually every statement by other countries at UN has referred to #terror as main threat to peace, #Pak still in denial: MEA.",2
One more step in long work #visa process is over. Relief. Onto next step. #expat ,2
@SueWallace78 peanut butter???? You some kinda pervert?? #awful,2
Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited🙊,2
I can't believe @HoustonTexans can't put up even 3 points on @Patriots  #hugeletdown,2
@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.,2
@zorefx you guys will see what i did in the next video but its fucking horrid,2
If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities,2
@Darren32895836 @FatimaFatwa it would be a great opportunity to settle the globe down.. #fear does wonders..,2
Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue,2
All I ever wanted was a chance. I'm so psyched to start this new chapter! #newbeginnings #timetoprovemyself #morethanready,2
Worry makes you look at the problem and God makes you look at the promise. #problem #promise #worry #fear #faith #God #theanswer #spiritu...,2
i've been rooting for him since the beginning #anxiety #BB18,2
"@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.",2
"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, #shy",2
"haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!",2
"@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL ",2
PASTOR - 15 FEET away from shooting victim during protest says he is skeptical of official story.  #CharlotteProtest #CharlotteRiot,2
Super shitting it about this tattoo #nervous,2
"But 'for me not to worry, they'll get a glass guy over and bill us for it'",2
A good head and a good heart are always a formidable combination.' - Nelson Mandela,2
"2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!",2
"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",2
@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,2
"Hey @PapaJohnsUK I've been charged £40.24 on my credit card 4 an order which never arrived last Friday, any chance of a refund!! #nightmare",2
@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx,2
@TayerleLyle awe thank you so much Lyle!! You're the best!😀😀,2
@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #Election2016,2
Can we go back 2 weeks and start again ?? This is seriously dreadful,2
@CapehartJ agree!  Those latest polls #alarming,2
@AaliyahLove69 I would be intimidated but I would like to think I would have manned up and helped.,2
Heyyyy warriors!!!!! #anxiety #panicattacks,2
Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible,2
Stoked that the concept of 'label exclusivity' is becoming faux pas. Always believed it held artists back while creating label distrust,2
"@crowder_rachel @LillieGregg she's famous now, begged a living of some mugs fame! Work shy freeloader. Deserves it all",2
Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless,2
I am beyond mad that I lost track of a brown spider in my brown carpet. Where did you go? 🕷 will be sneaking up on me ,2
Proud of you for overcoming your fear of deep water @ShawnMendes,2
"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime",2
I dread this drive every Wednesday 😩,2
Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin,2
Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening  #youwouldntreadaboutit,2
Rojo is shocking.......absolutely shocking !!!,2
Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous,2
It's a Moving Day! #stress  #hope,2
@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically,2
@JonnyOwenFilm @ringsiderobbie1 can you remember that train Sunday after Froch v Kessler ? ,2
Radio shake mutli directional mike it might sound cheap but the sound wasn't that bad and you could do some mixing.,2
@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all #terrible,2
@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all ,2
@Briardpup @dogworldnews Did they get the wrong fur Pal? #shocking 😱,2
If the future doesn't fill you with existential dread are you even a real person,2
@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...,2
What the fuck is he even doing ? He should be off that's fucking horrific !,2
to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside,2
So nervous I could puke,2
@JasonBHampton it's Bowers. I went and drove it for a while this evening ,2
In dire need of a worship session to just let go of everything,2
"God, I've been so physically weak the whole day. So much shaking :(",2
Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous @IPMCOGSAwards,2
Start the convo...don't shy away..mental illness abounds in society including our workplace...be informed... #tsdoffsite,2
@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing ,2
@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months ,2
The time has now come that we have to combat this wave of #terrorism with the right tools of the trade. - HH @YounusAlGohar #BanWahhabism,2
@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 ,2
whats with these boxes when i search google on chrome  #distracting,2
I can't believe @HoustonTexans can't put up even 3 points on @Patriots #horrible #hugeletdown,2
@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘,2
@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery. #cable  #service,2
"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",2
@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy,2
@mcrichard awe that's adorable,2
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop ",2
@blessspalding awe isa love u hoe thanks,2
Left my phone in Mcds ,2
Cosplaying properly for the first time on Saturday! Pretty nervous..,2
"Buying an early entry tickets at @EGX means fuck all, expect a complaint email when I get home #shocking service",2
something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,2
"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",2
81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi,2
Ffs 🙈 when things come back to haunt you... cringe bad cringe 🙋🏼👀🔫 👈 what a terrible gun that is,2
@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking,2
thank you for finding this @ @afcEnes coy,2
also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,2
#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !,2
@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson ,2
You shake like that?,2
I get so nervous even thinking about talking to ****** I wanna die,2
"thank you for your concern, computer, but my last name isn't misspelled, it's just weird",2
The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare,2
@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,2
@united horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines,2
@RyhenMessedUp goodbye despair,2
ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,2
